OR4C15,ENSG00000181939
GTF2IRD2B,ENSG00000174428
ABRA,ENSG00000174429
CALML5,ENSG00000178372
SP8,ENSG00000164651
TMEM102,ENSG00000181284
SIGLECL1,ENSG00000179213
MIOS,ENSG00000164654
OR4C16,ENSG00000181935
CELF1,ENSG00000149187
ISL1,ENSG00000016082
AC007952.1,ENSG00000214844
AL161915.1,ENSG00000212670
ARID5B,ENSG00000150347
AL136115.1,ENSG00000212673
AL591806.1,ENSG00000268154
FKSG61,ENSG00000268156
PCYT1B,ENSG00000102230
ST20-MTHFS,ENSG00000259332
CARD10,ENSG00000100065
ARFGAP2,ENSG00000149182
C10orf32-ASMT,ENSG00000270316
TM9SF1,ENSG00000254692
MCF2,ENSG00000101977
ATP11C,ENSG00000101974
STAG2,ENSG00000101972
PHF13,ENSG00000116273
SPIB,ENSG00000269404
CRIP1,ENSG00000257341
BAIAP3,ENSG00000007516
CTD-2616J11.11,ENSG00000269403
NFATC3,ENSG00000072736
PRSS46,ENSG00000261603
TRAV21,ENSG00000211801
AL390778.1,ENSG00000269408
RHOU,ENSG00000116574
C6orf203,ENSG00000130349
QRSL1,ENSG00000130348
SYNE2,ENSG00000054654
TIAL1,ENSG00000151923
TRAPPC2L,ENSG00000167515
PRSS22,ENSG00000005001
ZNF792,ENSG00000180884
BCAM,ENSG00000187244
CAPS2,ENSG00000180881
UPF1,ENSG00000005007
NUMA1,ENSG00000137497
ASAH1,ENSG00000104763
LZTR1,ENSG00000099949
RP11-1C1.5,ENSG00000249160
ARMC3,ENSG00000165309
TBL1XR1,ENSG00000177565
CXCL12,ENSG00000107562
SLC7A11,ENSG00000151012
RAB11FIP2,ENSG00000107560
CCRN4L,ENSG00000151014
ERLIN1,ENSG00000107566
ZNF497,ENSG00000174586
SLITRK5,ENSG00000165300
ZNF812,ENSG00000224689
PARL,ENSG00000175193
MYL12A,ENSG00000101608
TRAV8-7,ENSG00000211808
OR2T3,ENSG00000196539
RGMB,ENSG00000174136
MYOM1,ENSG00000101605
PRB2,ENSG00000121335
FAM174A,ENSG00000174132
C1orf186,ENSG00000196533
TLR6,ENSG00000174130
NACA,ENSG00000196531
CNOT7,ENSG00000198791
DNM3,ENSG00000197959
MTOR,ENSG00000198793
SCAMP5,ENSG00000198794
ZNF521,ENSG00000198795
ALPK2,ENSG00000198796
BRINP2,ENSG00000198797
AADACL2,ENSG00000197953
LRIG2,ENSG00000198799
DHRS4-AS1,ENSG00000197775
DRAP1,ENSG00000175550
S100A6,ENSG00000197956
MCMBP,ENSG00000197771
AJUBA,ENSG00000129474
FAM171A2,ENSG00000161682
SHANK1,ENSG00000161681
EBNA1BP2,ENSG00000117395
OR2AK2,ENSG00000187080
EXOC5,ENSG00000070367
FAM187A,ENSG00000214447
CUX1,ENSG00000257923
IRX4,ENSG00000113430
ATG16L1,ENSG00000085978
SRP14,ENSG00000140319
AL589739.1,ENSG00000269753
CXCL11,ENSG00000169248
ZRSR2,ENSG00000169249
NPIPB3,ENSG00000169246
SH3TC2,ENSG00000169247
CXCL10,ENSG00000169245
EFNA1,ENSG00000169242
SLC50A1,ENSG00000169241
ESF1,ENSG00000089048
TOB2,ENSG00000183864
CNGA2,ENSG00000183862
P2RX7,ENSG00000089041
RP11-637O19.3,ENSG00000272162
NEFH,ENSG00000100285
WBP4,ENSG00000120688
ARHGDIB,ENSG00000111348
MOCS3,ENSG00000124217
STAU1,ENSG00000124214
NYNRIN,ENSG00000205978
PTGIS,ENSG00000124212
ZNF444,ENSG00000167685
MVP,ENSG00000013364
MGP,ENSG00000111341
AC074389.6,ENSG00000205971
TTYH2,ENSG00000141540
RASAL1,ENSG00000111344
GOLIM4,ENSG00000173905
RPL26,ENSG00000161970
GBP1,ENSG00000117228
PPP1R1A,ENSG00000135447
CDK4,ENSG00000135446
BLOC1S1,ENSG00000135441
KRT85,ENSG00000135443
SMARCD3,ENSG00000082014
RP13-279N23.2,ENSG00000255275
RBBP5,ENSG00000117222
INPP5J,ENSG00000185133
HIST1H2BL,ENSG00000185130
GBP3,ENSG00000117226
CIB2,ENSG00000136425
TSPY8,ENSG00000229549
PDE3B,ENSG00000152270
NKX1-2,ENSG00000229544
FAM151B,ENSG00000152380
ATP5I,ENSG00000169020
TADA1,ENSG00000152382
UBE2J2,ENSG00000160087
TBC1D23,ENSG00000036054
C6orf165,ENSG00000213204
LYL1,ENSG00000104903
SPATA31A1,ENSG00000204849
GIMAP1,ENSG00000213203
EMD,ENSG00000102119
GRIN2D,ENSG00000105464
NXPE1,ENSG00000095110
SYNGR4,ENSG00000105467
GPR143,ENSG00000101850
HS3ST1,ENSG00000002587
CD99,ENSG00000002586
RSF1,ENSG00000048649
C2orf50,ENSG00000150873
HMGN3,ENSG00000118418
PDE6H,ENSG00000139053
SDC3,ENSG00000162512
HK3,ENSG00000160883
CYP11B1,ENSG00000160882
MGA,ENSG00000174197
LY6K,ENSG00000160886
HPX,ENSG00000110169
LGR4,ENSG00000205213
IER2,ENSG00000160888
HDAC2,ENSG00000196591
MOGAT3,ENSG00000106384
RPS27,ENSG00000177954
BET1L,ENSG00000177951
LYST,ENSG00000143669
GPR61,ENSG00000156097
OR51I1,ENSG00000167359
RPL23A,ENSG00000198242
C2CD4A,ENSG00000198535
GSTO2,ENSG00000065621
SLC29A3,ENSG00000198246
ETNK2,ENSG00000143845
PPFIA4,ENSG00000143847
G2E3,ENSG00000092140
ITM2C,ENSG00000135916
HTR2B,ENSG00000135914
PLA2G4E,ENSG00000188089
MTMR11,ENSG00000014914
GFER,ENSG00000127554
GCDH,ENSG00000105607
COX15,ENSG00000014919
LILRB5,ENSG00000105609
CBLC,ENSG00000142273
IFITM10,ENSG00000244242
HTR1A,ENSG00000178394
SERPINE2,ENSG00000135919
EID2,ENSG00000176396
C1orf65,ENSG00000178395
CRLF3,ENSG00000176390
HN1L,ENSG00000206053
RNPEP,ENSG00000176393
DMRTA1,ENSG00000176399
SBNO2,ENSG00000064932
PMS1,ENSG00000064933
MSMP,ENSG00000215183
MUC5AC,ENSG00000215182
XPA,ENSG00000136936
RIC8A,ENSG00000177963
PSMB7,ENSG00000136930
NUFIP1,ENSG00000083635
CRP,ENSG00000132693
BCAN,ENSG00000132692
YIPF6,ENSG00000181704
EML3,ENSG00000149499
RAB25,ENSG00000132698
DPY19L3,ENSG00000178904
FSCB,ENSG00000189139
HSF4,ENSG00000102878
DCLK3,ENSG00000163673
FAM47B,ENSG00000189132
LALBA,ENSG00000167531
DHRS13,ENSG00000167536
ARF4,ENSG00000168374
NKAPL,ENSG00000189134
CACNB3,ENSG00000167535
NSUN6,ENSG00000241058
SHANK2,ENSG00000162105
UBE2E2,ENSG00000182247
ASTL,ENSG00000188886
BACE2,ENSG00000182240
WEE1,ENSG00000166483
MFAP4,ENSG00000166482
AC026407.1,ENSG00000268432
MT1HL1,ENSG00000244020
FAM183B,ENSG00000164556
GPC6,ENSG00000183098
GPR179,ENSG00000188888
AC011530.4,ENSG00000268434
DDX5,ENSG00000108654
HOXD3,ENSG00000128652
SLC7A2,ENSG00000003989
PPARA,ENSG00000186951
UTP6,ENSG00000108651
FAM134C,ENSG00000141699
TMEM232,ENSG00000186952
AC068987.1,ENSG00000260415
KRTAP10-4,ENSG00000215454
CACNA1D,ENSG00000157388
NWD1,ENSG00000188039
MTMR7,ENSG00000003987
FAM131B,ENSG00000159784
FMNL3,ENSG00000161791
RPS15,ENSG00000115268
PTPN1,ENSG00000196396
CKMT1B,ENSG00000237289
FAM196B,ENSG00000204767
TCEA2,ENSG00000171703
CTD-2116N17.1,ENSG00000259316
SENP5,ENSG00000119231
MAST3,ENSG00000099308
IFIH1,ENSG00000115267
MSTO1,ENSG00000125459
FRMD5,ENSG00000171877
MTX2,ENSG00000128654
MAP4,ENSG00000047849
PDE11A,ENSG00000128655
FKBP4,ENSG00000004478
TFPT,ENSG00000105619
SLPI,ENSG00000124107
SLC24A1,ENSG00000074621
RNF208,ENSG00000212864
AL590714.1,ENSG00000268387
AC073610.5,ENSG00000255863
RP11-139J15.7,ENSG00000271786
MTMR4,ENSG00000108389
ZC3H13,ENSG00000123200
SEPT4,ENSG00000108387
RAD51C,ENSG00000108384
CHGA,ENSG00000100604
DNTTIP1,ENSG00000101457
ASPA,ENSG00000108381
CCDC175,ENSG00000151838
C16orf3,ENSG00000221819
PIGL,ENSG00000108474
CLEC1B,ENSG00000165682
GALK1,ENSG00000108479
DCHS1,ENSG00000166341
TRBV2,ENSG00000226660
FAM92B,ENSG00000153789
GABRA2,ENSG00000151834
TMEM52B,ENSG00000165685
EXTL1,ENSG00000158008
TMEM80,ENSG00000177042
BANK1,ENSG00000153064
IFNW1,ENSG00000177047
TEP1,ENSG00000129566
SIX5,ENSG00000177045
TEKT5,ENSG00000153060
OR5I1,ENSG00000167825
PRLH,ENSG00000071677
SDC1,ENSG00000115884
ABHD16B,ENSG00000183260
PAFAH2,ENSG00000158006
MDGA2,ENSG00000272781
NUP54,ENSG00000138750
TOB1,ENSG00000141232
BMP2K,ENSG00000138756
PLCXD2,ENSG00000240891
CXCL9,ENSG00000138755
THEMIS,ENSG00000172673
B3GNT4,ENSG00000176383
ZFAND4,ENSG00000172671
FRAS1,ENSG00000138759
TUBA4A,ENSG00000127824
ANKRD18A,ENSG00000180071
ENDOV,ENSG00000173818
ZIC5,ENSG00000139800
CCDC179,ENSG00000255359
EIF1,ENSG00000173812
ACD,ENSG00000102977
SLC40A1,ENSG00000138449
TMEM159,ENSG00000011638
GAD2,ENSG00000136750
ADARB2,ENSG00000185736
NRG3,ENSG00000185737
ABI1,ENSG00000136754
NEU2,ENSG00000115488
YME1L1,ENSG00000136758
GGCX,ENSG00000115486
CCT4,ENSG00000115484
REEP5,ENSG00000129625
DBH,ENSG00000123454
SUPT5H,ENSG00000196235
MOB1B,ENSG00000173542
XPNPEP3,ENSG00000196236
STAB1,ENSG00000010327
LCOR,ENSG00000196233
PCBP4,ENSG00000090097
C3orf56,ENSG00000214324
SIPA1,ENSG00000213445
PAXIP1,ENSG00000157212
FAM21B,ENSG00000152726
C1orf213,ENSG00000249087
KISS1R,ENSG00000116014
ARID3A,ENSG00000116017
EPAS1,ENSG00000116016
AFF1,ENSG00000172493
OR52J3,ENSG00000205495
OR51A2,ENSG00000205496
OR51A4,ENSG00000205497
CSPG4,ENSG00000173546
MAPK14,ENSG00000112062
LUZP2,ENSG00000187398
CCDC89,ENSG00000179071
SLC36A3,ENSG00000186334
TOMM20,ENSG00000173726
AP000769.1,ENSG00000173727
WIZ,ENSG00000011451
DLEU7,ENSG00000186047
NEU4,ENSG00000204099
RABGAP1,ENSG00000011454
OR10G4,ENSG00000254737
KRT73,ENSG00000186049
ZNF622,ENSG00000173545
C1orf100,ENSG00000173728
NFATC4,ENSG00000100968
FAM178A,ENSG00000119906
DHCR7,ENSG00000172893
ATP6V1E2,ENSG00000250565
YPEL3,ENSG00000090238
RPAIN,ENSG00000129197
SOX15,ENSG00000129194
FAM64A,ENSG00000129195
GPR1,ENSG00000183671
TRAV9-1,ENSG00000211783
SNX33,ENSG00000173548
PTPN20B,ENSG00000183675
GPR62,ENSG00000180929
AC016251.1,ENSG00000205148
TM4SF2,ENSG00000250349
ADAMTS17,ENSG00000140470
MSRB2,ENSG00000148450
SH3BP2,ENSG00000087266
ICAM3,ENSG00000076662
FAM83A,ENSG00000147689
AC016586.1,ENSG00000205147
CAPZA3,ENSG00000177938
PDSS1,ENSG00000148459
EXOC8,ENSG00000116903
SLC30A4,ENSG00000104154
COL9A1,ENSG00000112280
PSMD4,ENSG00000159352
MED23,ENSG00000112282
TRAF3IP3,ENSG00000009790
CA5A,ENSG00000174990
TRAV8-1,ENSG00000211782
CLEC12A,ENSG00000172322
OR5M9,ENSG00000150269
KIAA2022,ENSG00000050030
MZB1,ENSG00000170476
RP11-315O6.2,ENSG00000255482
MROH9,ENSG00000117501
LOX,ENSG00000113083
DR1,ENSG00000117505
FMO6P,ENSG00000117507
GZMK,ENSG00000113088
IGHV4-59,ENSG00000224373
MSRB3,ENSG00000174099
NCOR2,ENSG00000196498
OR2T4,ENSG00000196944
NOP9,ENSG00000196943
MSANTD1,ENSG00000188981
MTCH1,ENSG00000137409
PRTN3,ENSG00000196415
RP11-1407O15.2,ENSG00000174093
EPHB1,ENSG00000154928
C1orf220,ENSG00000213057
PPP1R3E,ENSG00000235194
RECQL,ENSG00000004700
CCDC112,ENSG00000164221
F2RL2,ENSG00000164220
TMPRSS9,ENSG00000178297
GEN1,ENSG00000178295
PPP6R2,ENSG00000100239
YBX3,ENSG00000060138
TIMP3,ENSG00000100234
WDR64,ENSG00000162843
ATP11B,ENSG00000058063
GUCA2B,ENSG00000044012
LONP2,ENSG00000102910
TCL1A,ENSG00000100721
ZC3H14,ENSG00000100722
OR2Z1,ENSG00000181733
GZMM,ENSG00000197540
CYP21A2,ENSG00000231852
TELO2,ENSG00000100726
MLANA,ENSG00000120215
XPR1,ENSG00000143324
PLAC9,ENSG00000189129
SERTAD1,ENSG00000197019
RP11-286N22.8,ENSG00000256591
TRDV3,ENSG00000256590
GMFG,ENSG00000130755
LYG1,ENSG00000144214
SOX17,ENSG00000164736
MUC20,ENSG00000176945
DGKD,ENSG00000077044
THAP4,ENSG00000176946
CCNG1,ENSG00000113328
PALD1,ENSG00000107719
PRADC1,ENSG00000135617
CRNN,ENSG00000143536
IQCF3,ENSG00000229972
GALK2,ENSG00000156958
C20orf195,ENSG00000125531
HPS5,ENSG00000110756
BHLHE23,ENSG00000125533
PPDPF,ENSG00000125534
PCDHA8,ENSG00000204962
PCDHA9,ENSG00000204961
BLACE,ENSG00000204960
IL1B,ENSG00000125538
CATSPERD,ENSG00000174898
NDUFV2,ENSG00000178127
CRY1,ENSG00000008405
SMIM12,ENSG00000163866
PCDHA2,ENSG00000204969
C7,ENSG00000112936
ACKR4,ENSG00000129048
KCNH1,ENSG00000143473
ZMYM6,ENSG00000163867
FNDC7,ENSG00000143107
DTL,ENSG00000143476
DYRK3,ENSG00000143479
SPIRE1,ENSG00000134278
KRTAP13-2,ENSG00000182816
SP6,ENSG00000189120
SLC25A3,ENSG00000075415
HIST1H2BD,ENSG00000158373
CLRN1,ENSG00000163646
MARK3,ENSG00000075413
ZNF253,ENSG00000256771
RBM26,ENSG00000139746
ANKRD11,ENSG00000167522
RGS5,ENSG00000143248
NLRC5,ENSG00000140853
COASY,ENSG00000068120
SHKBP1,ENSG00000160410
NUDT7,ENSG00000140876
BTBD1,ENSG00000064726
AFF3,ENSG00000144218
FRS2,ENSG00000166225
TPBGL,ENSG00000261594
FMN1,ENSG00000248905
AC105020.1,ENSG00000203392
COX7A2L,ENSG00000115944
ZNF707,ENSG00000181135
GNAT2,ENSG00000134183
KIAA1107,ENSG00000069712
AC112693.2,ENSG00000269360
PRPF38B,ENSG00000134186
GSTM1,ENSG00000134184
ID2,ENSG00000115738
MAPKAPK2,ENSG00000162889
FAM46C,ENSG00000183508
SLAMF8,ENSG00000158714
STARD9,ENSG00000159433
TRBV4-2,ENSG00000211745
TRBV20-1,ENSG00000211747
TRBV19,ENSG00000211746
ALKBH8,ENSG00000137760
EIF2B5,ENSG00000145191
RP11-295D22.1,ENSG00000260970
TMPRSS11BNL,ENSG00000226894
TMEM18,ENSG00000151353
TUBG2,ENSG00000037042
TSTD1,ENSG00000215845
MYH7B,ENSG00000078814
RABEP2,ENSG00000177548
PCGF6,ENSG00000156374
SLC25A22,ENSG00000177542
AP2S1,ENSG00000042753
APC,ENSG00000134982
AC074212.3,ENSG00000237452
WDR36,ENSG00000134987
STK25,ENSG00000115694
MDK,ENSG00000110492
C11orf24,ENSG00000171067
MYBPC1,ENSG00000196091
GNB1L,ENSG00000185838
S100P,ENSG00000163993
ABLIM2,ENSG00000163995
TSPAN14,ENSG00000108219
ITGB8,ENSG00000105855
CASP16,ENSG00000228146
COPZ1,ENSG00000111481
TMBIM4,ENSG00000228144
ADRB1,ENSG00000043591
SCGN,ENSG00000079689
EIF4E1B,ENSG00000175766
PON3,ENSG00000105852
TOMM5,ENSG00000175768
TMEM202,ENSG00000187806
PEAR1,ENSG00000187800
ZFP69B,ENSG00000187801
KCNK2,ENSG00000082482
MBTPS2,ENSG00000012174
L3HYPDH,ENSG00000126790
KRTCAP2,ENSG00000163463
WDTC1,ENSG00000142784
SMPD2,ENSG00000135587
OPTN,ENSG00000123240
MANEAL,ENSG00000185090
DIRAS1,ENSG00000176490
PPFIA2,ENSG00000139220
OR5AN1,ENSG00000176495
KIAA0195,ENSG00000177728
EFR3B,ENSG00000084710
TMEM185B,ENSG00000226479
OPALIN,ENSG00000197430
TEX35,ENSG00000240021
ST8SIA1,ENSG00000111728
IGDCC3,ENSG00000174498
RPL31,ENSG00000071082
S100A11,ENSG00000163191
DHX32,ENSG00000089876
NKX2-5,ENSG00000183072
AFMID,ENSG00000183077
METTL21C,ENSG00000139780
ZNF439,ENSG00000171291
MAB21L1,ENSG00000180660
EMX1,ENSG00000135638
LDLRAD2,ENSG00000187942
C2orf66,ENSG00000187944
CDK3,ENSG00000250506
LYRM5,ENSG00000205707
LDHD,ENSG00000166816
FKSG62,ENSG00000259752
SUGT1,ENSG00000165416
RAB11FIP5,ENSG00000135631
DYSF,ENSG00000135636
KIF7,ENSG00000166813
NBPF8,ENSG00000162825
EBP,ENSG00000147155
AL603965.1,ENSG00000215033
PCCB,ENSG00000114054
BPY2C,ENSG00000185894
FFAR3,ENSG00000185897
LAMP1,ENSG00000185896
TAS2R60,ENSG00000185899
UGP2,ENSG00000169764
NLGN1,ENSG00000169760
TAPT1,ENSG00000169762
SLC1A4,ENSG00000115902
AC013269.5,ENSG00000184761
OR56A4,ENSG00000183389
TMEM169,ENSG00000163449
KCNG4,ENSG00000168418
IGKV1D-37,ENSG00000250036
SOS1,ENSG00000115904
CMAS,ENSG00000111726
PDCL2,ENSG00000163440
FHL3,ENSG00000183386
TMEM183A,ENSG00000163444
CLEC6A,ENSG00000205846
IGHJ4,ENSG00000240041
COL4A1,ENSG00000187498
CAD,ENSG00000084774
CDHR4,ENSG00000187492
LDLRAD3,ENSG00000179241
RP11-111M22.2,ENSG00000179240
TAS2R5,ENSG00000127366
TP53BP2,ENSG00000143514
TAS2R4,ENSG00000127364
UCP2,ENSG00000175567
ZNF286A,ENSG00000255104
KIAA0754,ENSG00000255103
OR51B6,ENSG00000176239
OR6V1,ENSG00000225781
IMPA1,ENSG00000133731
C10orf111,ENSG00000176236
NUP210L,ENSG00000143552
ATP2B4,ENSG00000058668
OR10H4,ENSG00000176231
OR4K17,ENSG00000176230
ZNF430,ENSG00000118620
RAC1,ENSG00000136238
TMEM9,ENSG00000116857
MYO9A,ENSG00000066933
SLX1A,ENSG00000132207
IGF2BP3,ENSG00000136231
EMILIN2,ENSG00000132205
RAPGEF5,ENSG00000136237
SLC39A9,ENSG00000029364
GPNMB,ENSG00000136235
TRAV9-2,ENSG00000211793
DLL3,ENSG00000090932
TRAV8-4,ENSG00000211790
PPFIA3,ENSG00000177380
RP11-444E17.6,ENSG00000272442
RPS24,ENSG00000138326
CRB2,ENSG00000148204
SLC1A6,ENSG00000105143
ARHGAP22,ENSG00000128805
FANCD2,ENSG00000144554
AURKC,ENSG00000105146
CP,ENSG00000047457
CGB1,ENSG00000267631
RNASE9,ENSG00000188655
EIF2B4,ENSG00000115211
ADC,ENSG00000142920
SMTNL2,ENSG00000188176
TAMM41,ENSG00000144559
PSMG3,ENSG00000157778
TNIP3,ENSG00000050730
CACNB4,ENSG00000182389
CTD-2192J16.22,ENSG00000269242
SYT1,ENSG00000067715
PAK1,ENSG00000149269
S100A5,ENSG00000196420
MAP4K4,ENSG00000071054
INTS4,ENSG00000149262
CREB3L1,ENSG00000157613
CAPN5,ENSG00000149260
LCE6A,ENSG00000235942
ANO7,ENSG00000146205
RP11-362K2.2,ENSG00000258231
PGAM4,ENSG00000226784
GRIK2,ENSG00000164418
TPMT,ENSG00000137364
TCF25,ENSG00000141002
ABCA13,ENSG00000179869
LCE3B,ENSG00000187238
CHTF18,ENSG00000127586
FBXL16,ENSG00000127585
SLC35A1,ENSG00000164414
CITED4,ENSG00000179862
SESTD1,ENSG00000187231
WDR24,ENSG00000127580
SNX32,ENSG00000172803
CGRRF1,ENSG00000100532
RPL38,ENSG00000172809
MMP10,ENSG00000166670
CCDC167,ENSG00000198937
TVP23A,ENSG00000166676
ADIG,ENSG00000182035
NR1D1,ENSG00000126368
SLC35B2,ENSG00000157593
OR10H1,ENSG00000186723
CHMP4A,ENSG00000254505
ARHGAP42,ENSG00000165895
LRCH4,ENSG00000077454
TIMM23B,ENSG00000204152
E2F7,ENSG00000165891
ZBTB45,ENSG00000119574
KCNN2,ENSG00000080709
OTOGL,ENSG00000165899
FAM76B,ENSG00000077458
SLC2A10,ENSG00000197496
FLII,ENSG00000177731
CDC6,ENSG00000094804
PROK1,ENSG00000143125
OR2D3,ENSG00000178358
SYDE2,ENSG00000097096
PDE10A,ENSG00000112541
KRTAP29-1,ENSG00000212658
KRTAP9-6,ENSG00000212659
COPZ2,ENSG00000005243
MPV17,ENSG00000115204
AL590452.1,ENSG00000268172
PIK3R2,ENSG00000268173
AC073342.1,ENSG00000268170
AP1S3,ENSG00000152056
KRTAP16-1,ENSG00000212657
PRKAR2B,ENSG00000005249
AC117395.1,ENSG00000268175
NXPH1,ENSG00000122584
